startix,ndate,trk,meet,race,raceix,hid,fin,post0,nh1
1518918,20150114,TU,E,3,192246,291214,4,7.0000,8.0000
1518919,20150114,TU,E,3,192246,259927,5,6.0000,8.0000
1518920,20150114,TU,E,3,192246,397267,6,1.0000,8.0000
1518921,20150114,TU,E,3,192246,913984,7,5.0000,8.0000
1518922,20150114,TU,E,3,192246,867925,8,4.0000,8.0000
1518923,20150114,TU,E,4,192247,749906,1,6.0000,8.0000
1518924,20150114,TU,E,4,192247,692518,2,3.0000,8.0000
1518925,20150114,TU,E,4,192247,379714,3,7.0000,8.0000
1518926,20150114,TU,E,4,192247,120494,4,1.0000,8.0000
1518927,20150114,TU,E,4,192247,601855,5,8.0000,8.0000
1518928,20150114,TU,E,4,192247,722192,6,2.0000,8.0000
1518929,20150114,TU,E,4,192247,15731,7,5.0000,8.0000
1518930,20150114,TU,E,4,192247,4477,8,4.0000,8.0000
1518931,20150114,TU,E,5,192248,599667,1,1.0000,8.0000
1518932,20150114,TU,E,5,192248,895231,2,4.0000,8.0000
1518933,20150114,TU,E,5,192248,1004574,3,8.0000,8.0000
1518934,20150114,TU,E,5,192248,996479,4,5.0000,8.0000
1518935,20150114,TU,E,5,192248,718375,5,7.0000,8.0000
1518936,20150114,TU,E,5,192248,640112,6,2.0000,8.0000
1518937,20150114,TU,E,5,192248,582416,7,6.0000,8.0000
1518938,20150114,TU,E,5,192248,362120,8,3.0000,8.0000
1518939,20150114,TU,E,6,192249,440862,1,3.0000,8.0000
1518940,20150114,TU,E,6,192249,135546,2,4.0000,8.0000
1518941,20150114,TU,E,6,192249,1004762,3,8.0000,8.0000
1518942,20150114,TU,E,6,192249,658047,4,6.0000,8.0000
1518943,20150114,TU,E,6,192249,873715,5,5.0000,8.0000
1518944,20150114,TU,E,6,192249,567353,6,2.0000,8.0000
1518945,20150114,TU,E,6,192249,259899,7,7.0000,8.0000
1518946,20150114,TU,E,6,192249,789422,8,1.0000,8.0000
1518947,20150114,TU,E,7,192250,333482,1,4.0000,8.0000
1518948,20150114,TU,E,7,192250,16792,2,3.0000,8.0000
1518949,20150114,TU,E,7,192250,734940,3,6.0000,8.0000
1518950,20150114,TU,E,7,192250,1039023,4,1.0000,8.0000
1518951,20150114,TU,E,7,192250,567253,5,7.0000,8.0000
1518952,20150114,TU,E,7,192250,1043588,6,8.0000,8.0000
1518953,20150114,TU,E,7,192250,849320,7,2.0000,8.0000
1518954,20150114,TU,E,7,192250,258432,8,5.0000,8.0000
1518955,20150114,TU,E,8,192251,758909,1,2.0000,8.0000
1518956,20150114,TU,E,8,192251,762946,2,6.0000,8.0000
1518957,20150114,TU,E,8,192251,313402,3,1.0000,8.0000
1518958,20150114,TU,E,8,192251,284762,4,3.0000,8.0000
1518959,20150114,TU,E,8,192251,822127,5,4.0000,8.0000
1518960,20150114,TU,E,8,192251,722378,6,7.0000,8.0000
1518961,20150114,TU,E,8,192251,579911,7,8.0000,8.0000
1518962,20150114,TU,E,8,192251,124284,8,5.0000,8.0000
1518963,20150114,TU,E,9,192252,527871,1,4.0000,8.0000
1518964,20150114,TU,E,9,192252,640378,2,7.0000,8.0000
1518965,20150114,TU,E,9,192252,654046,3,6.0000,8.0000
1518966,20150114,TU,E,9,192252,304686,4,1.0000,8.0000
1518967,20150114,TU,E,9,192252,85945,5,8.0000,8.0000
1518968,20150114,TU,E,9,192252,544134,6,5.0000,8.0000
1518969,20150114,TU,E,9,192252,996611,7,2.0000,8.0000
1518970,20150114,TU,E,9,192252,790190,8,3.0000,8.0000
1518971,20150114,TU,E,10,192253,453770,1,7.0000,8.0000
1518972,20150114,TU,E,10,192253,515056,2,4.0000,8.0000
1518973,20150114,TU,E,10,192253,582542,3,8.0000,8.0000
1518974,20150114,TU,E,10,192253,1004976,4,2.0000,8.0000
1518975,20150114,TU,E,10,192253,763520,5,3.0000,8.0000
1518976,20150114,TU,E,10,192253,859029,6,5.0000,8.0000
1518977,20150114,TU,E,10,192253,410075,7,6.0000,8.0000
1518978,20150114,TU,E,10,192253,735863,8,1.0000,8.0000
1518979,20150114,TU,E,11,192254,858498,1,6.0000,8.0000
1518980,20150114,TU,E,11,192254,103919,2,1.0000,8.0000
1518981,20150114,TU,E,11,192254,746400,3,8.0000,8.0000
1518982,20150114,TU,E,11,192254,414646,4,5.0000,8.0000
1518983,20150114,TU,E,11,192254,536066,5,3.0000,8.0000
1518984,20150114,TU,E,11,192254,89025,6,2.0000,8.0000
1518985,20150114,TU,E,11,192254,996534,7,7.0000,8.0000
1518986,20150114,TU,E,11,192254,1038762,8,4.0000,8.0000
1518987,20150114,TU,E,12,192255,361615,1,8.0000,8.0000
1518988,20150114,TU,E,12,192255,780550,2,7.0000,8.0000
1518989,20150114,TU,E,12,192255,566326,3,1.0000,8.0000
1518990,20150114,TU,E,12,192255,429369,4,2.0000,8.0000
1518991,20150114,TU,E,12,192255,35633,5,6.0000,8.0000
1518992,20150114,TU,E,12,192255,7518,6,5.0000,8.0000
1518993,20150114,TU,E,12,192255,411472,7,4.0000,8.0000
1518994,20150114,TU,E,12,192255,154077,8,3.0000,8.0000
1518995,20150114,TU,E,13,192256,427480,1,6.0000,8.0000
1518996,20150114,TU,E,13,192256,64801,2,2.0000,8.0000
1518997,20150114,TU,E,13,192256,716488,3,5.0000,8.0000
1518998,20150114,TU,E,13,192256,351545,4,1.0000,8.0000
1518999,20150114,TU,E,13,192256,991676,5,7.0000,8.0000
1519000,20150114,TU,E,13,192256,1038556,6,8.0000,8.0000
1519001,20150114,TU,E,13,192256,1043284,7,3.0000,8.0000
1519002,20150114,TU,E,13,192256,758984,8,4.0000,8.0000
1519003,20150114,TU,E,14,192257,1011908,1,4.0000,8.0000
1519004,20150114,TU,E,14,192257,250551,2,2.0000,8.0000
1519005,20150114,TU,E,14,192257,1004532,3,5.0000,8.0000
1519006,20150114,TU,E,14,192257,607063,4,8.0000,8.0000
1519007,20150114,TU,E,14,192257,527355,5,6.0000,8.0000
1519008,20150114,TU,E,14,192257,873548,6,1.0000,8.0000
1519009,20150114,TU,E,14,192257,7023,7,3.0000,8.0000
1519010,20150114,TU,E,14,192257,357956,8,7.0000,8.0000
1519011,20150114,TU,E,15,192258,729047,1,6.0000,8.0000
1519012,20150114,TU,E,15,192258,716936,2,3.0000,8.0000
1519013,20150114,TU,E,15,192258,892700,3,8.0000,8.0000
1519014,20150114,TU,E,15,192258,376461,4,7.0000,8.0000
1519015,20150114,TU,E,15,192258,1005015,5,5.0000,8.0000
1519016,20150114,TU,E,15,192258,207923,6,1.0000,8.0000
1519017,20150114,TU,E,15,192258,741265,7,4.0000,8.0000
1519018,20150114,TU,E,15,192258,305010,8,2.0000,8.0000
1519019,20150114,TU,E,16,192259,950609,1,2.0000,8.0000
1519020,20150114,TU,E,16,192259,397280,2,3.0000,8.0000
1519021,20150114,TU,E,16,192259,586240,3,8.0000,8.0000
1519022,20150114,TU,E,16,192259,696667,4,1.0000,8.0000
1519023,20150114,TU,E,16,192259,444970,5,7.0000,8.0000
1519024,20150114,TU,E,16,192259,718180,6,4.0000,8.0000
1519025,20150114,TU,E,16,192259,199952,7,6.0000,8.0000
1519026,20150114,TU,E,16,192259,431510,8,5.0000,8.0000
1519027,20150114,TU,E,17,192260,586652,1,1.0000,8.0000
1519028,20150114,TU,E,17,192260,629184,2,7.0000,8.0000
1519029,20150114,TU,E,17,192260,731063,3,8.0000,8.0000
1519030,20150114,TU,E,17,192260,716643,4,5.0000,8.0000
1519031,20150114,TU,E,17,192260,733749,5,4.0000,8.0000
1519032,20150114,TU,E,17,192260,1048416,6,2.0000,8.0000
1519033,20150114,TU,E,17,192260,977869,7,6.0000,8.0000
1519034,20150114,TU,E,17,192260,858668,8,3.0000,8.0000
1519035,20150114,TU,E,18,192261,872492,1,4.0000,8.0000
1519036,20150114,TU,E,18,192261,261085,2,1.0000,8.0000
1519037,20150114,TU,E,18,192261,1004405,3,2.0000,8.0000
1519038,20150114,TU,E,18,192261,618665,4,6.0000,8.0000
1519039,20150114,TU,E,18,192261,3942,5,7.0000,8.0000
1519040,20150114,TU,E,18,192261,311401,6,5.0000,8.0000
1519041,20150114,TU,E,18,192261,660718,7,3.0000,8.0000
1519042,20150114,TU,E,18,192261,327270,8,8.0000,8.0000
1519043,20150114,WD,A,1,192262,1043631,1,8.0000,8.0000
1519044,20150114,WD,A,1,192262,1061676,2,3.0000,8.0000
1519045,20150114,WD,A,1,192262,1081128,3,1.0000,8.0000
1519046,20150114,WD,A,1,192262,1005662,4,6.0000,8.0000
1519047,20150114,WD,A,1,192262,1010975,5,4.0000,8.0000
1519048,20150114,WD,A,1,192262,1062464,6,2.0000,8.0000
1519049,20150114,WD,A,1,192262,1064395,7,7.0000,8.0000
1519050,20150114,WD,A,1,192262,1059049,8,5.0000,8.0000
1519051,20150114,WD,A,2,192263,952202,1,8.0000,8.0000
1519052,20150114,WD,A,2,192263,479025,2,4.0000,8.0000
1519053,20150114,WD,A,2,192263,860172,3,6.0000,8.0000
1519054,20150114,WD,A,2,192263,728645,4,1.0000,8.0000
1519055,20150114,WD,A,2,192263,334999,5,5.0000,8.0000
1519056,20150114,WD,A,2,192263,251958,6,7.0000,8.0000
1519057,20150114,WD,A,2,192263,704626,7,2.0000,8.0000
1519058,20150114,WD,A,2,192263,309750,8,3.0000,8.0000
1519059,20150114,WD,A,3,192264,1061285,1,8.0000,8.0000
1519060,20150114,WD,A,3,192264,1039761,2,7.0000,8.0000
1519061,20150114,WD,A,3,192264,1031106,3,3.0000,8.0000
1519062,20150114,WD,A,3,192264,1062346,4,2.0000,8.0000
1519063,20150114,WD,A,3,192264,957111,5,6.0000,8.0000
1519064,20150114,WD,A,3,192264,1067785,6,4.0000,8.0000
1519065,20150114,WD,A,3,192264,1072425,7,1.0000,8.0000
1519066,20150114,WD,A,3,192264,1081619,8,5.0000,8.0000
1519067,20150114,WD,A,4,192265,901113,1,7.0000,8.0000
1519068,20150114,WD,A,4,192265,821724,2,5.0000,8.0000
1519069,20150114,WD,A,4,192265,463800,3,2.0000,8.0000
1519070,20150114,WD,A,4,192265,527558,4,1.0000,8.0000
1519071,20150114,WD,A,4,192265,717418,5,4.0000,8.0000
1519072,20150114,WD,A,4,192265,417705,6,6.0000,8.0000
1519073,20150114,WD,A,4,192265,222579,7,3.0000,8.0000
1519074,20150114,WD,A,4,192265,418126,8,8.0000,8.0000
1519075,20150114,WD,A,5,192266,567724,1,3.0000,8.0000
1519076,20150114,WD,A,5,192266,787090,2,8.0000,8.0000
1519077,20150114,WD,A,5,192266,816297,3,6.0000,8.0000
1519078,20150114,WD,A,5,192266,582813,4,2.0000,8.0000
1519079,20150114,WD,A,5,192266,189548,5,5.0000,8.0000
1519080,20150114,WD,A,5,192266,757988,6,7.0000,8.0000
1519081,20150114,WD,A,5,192266,463120,7,4.0000,8.0000
1519082,20150114,WD,A,5,192266,391717,8,1.0000,8.0000
1519083,20150114,WD,A,6,192267,634350,1,5.0000,8.0000
1519084,20150114,WD,A,6,192267,350725,2,8.0000,8.0000
1519085,20150114,WD,A,6,192267,299604,3,1.0000,8.0000
1519086,20150114,WD,A,6,192267,340113,4,7.0000,8.0000
1519087,20150114,WD,A,6,192267,436458,5,6.0000,8.0000
1519088,20150114,WD,A,6,192267,781755,6,4.0000,8.0000
1519089,20150114,WD,A,6,192267,914967,7,2.0000,8.0000
1519090,20150114,WD,A,6,192267,489794,8,3.0000,8.0000
1519091,20150114,WD,A,7,192268,1032855,1,8.0000,8.0000
1519092,20150114,WD,A,7,192268,1032947,2,6.0000,8.0000
1519093,20150114,WD,A,7,192268,396416,3,2.0000,8.0000
1519094,20150114,WD,A,7,192268,774660,4,4.0000,8.0000
1519095,20150114,WD,A,7,192268,895702,5,3.0000,8.0000
1519096,20150114,WD,A,7,192268,831218,6,5.0000,8.0000
1519097,20150114,WD,A,7,192268,357146,7,1.0000,8.0000
1519098,20150114,WD,A,7,192268,861852,8,7.0000,8.0000
1519099,20150114,WD,A,8,192269,553419,1,5.0000,8.0000
1519100,20150114,WD,A,8,192269,661204,2,4.0000,8.0000
1519101,20150114,WD,A,8,192269,941973,3,6.0000,8.0000
1519102,20150114,WD,A,8,192269,288568,4,2.0000,8.0000
1519103,20150114,WD,A,8,192269,296151,5,7.0000,8.0000
1519104,20150114,WD,A,8,192269,611964,6,3.0000,8.0000
1519105,20150114,WD,A,8,192269,709478,7,8.0000,8.0000
1519106,20150114,WD,A,8,192269,251398,8,1.0000,8.0000
1519107,20150114,WD,A,9,192270,802078,1,4.0000,8.0000
1519108,20150114,WD,A,9,192270,403191,2,5.0000,8.0000
1519109,20150114,WD,A,9,192270,772106,3,6.0000,8.0000
1519110,20150114,WD,A,9,192270,583660,4,8.0000,8.0000
1519111,20150114,WD,A,9,192270,960451,5,1.0000,8.0000
1519112,20150114,WD,A,9,192270,395540,6,7.0000,8.0000
1519113,20150114,WD,A,9,192270,535610,7,3.0000,8.0000
1519114,20150114,WD,A,9,192270,179796,8,2.0000,8.0000
1519115,20150114,WD,A,10,192271,854388,1,3.0000,8.0000
1519116,20150114,WD,A,10,192271,345643,2,2.0000,8.0000
1519117,20150114,WD,A,10,192271,437364,3,5.0000,8.0000
1519118,20150114,WD,A,10,192271,385636,4,8.0000,8.0000
1519119,20150114,WD,A,10,192271,495001,5,7.0000,8.0000
1519120,20150114,WD,A,10,192271,826846,6,6.0000,8.0000
1519121,20150114,WD,A,10,192271,568977,7,1.0000,8.0000
1519122,20150114,WD,A,10,192271,804794,8,4.0000,8.0000
1519123,20150114,WD,A,11,192272,288908,1,4.0000,8.0000
1519124,20150114,WD,A,11,192272,957131,2,5.0000,8.0000
1519125,20150114,WD,A,11,192272,553457,3,8.0000,8.0000
1519126,20150114,WD,A,11,192272,564108,4,1.0000,8.0000
1519127,20150114,WD,A,11,192272,418799,5,2.0000,8.0000
1519128,20150114,WD,A,11,192272,896474,6,7.0000,8.0000
1519129,20150114,WD,A,11,192272,755978,7,3.0000,8.0000
1519130,20150114,WD,A,11,192272,1027429,8,6.0000,8.0000
1519131,20150114,WD,A,12,192273,430960,1,2.0000,8.0000
1519132,20150114,WD,A,12,192273,244840,2,3.0000,8.0000
1519133,20150114,WD,A,12,192273,805039,3,4.0000,8.0000
1519134,20150114,WD,A,12,192273,254210,4,7.0000,8.0000
1519135,20150114,WD,A,12,192273,666786,5,1.0000,8.0000
1519136,20150114,WD,A,12,192273,328997,6,6.0000,8.0000
1519137,20150114,WD,A,12,192273,693988,7,8.0000,8.0000
1519138,20150114,WD,A,12,192273,799608,8,5.0000,8.0000
1519139,20150114,WD,A,13,192274,1077009,1,3.0000,8.0000
1519140,20150114,WD,A,13,192274,881314,2,2.0000,8.0000
1519141,20150114,WD,A,13,192274,689641,3,6.0000,8.0000
1519142,20150114,WD,A,13,192274,385342,4,1.0000,8.0000
1519143,20150114,WD,A,13,192274,674757,5,5.0000,8.0000
1519144,20150114,WD,A,13,192274,953407,6,8.0000,8.0000
1519145,20150114,WD,A,13,192274,700762,7,4.0000,8.0000
1519146,20150114,WD,A,13,192274,969851,8,7.0000,8.0000
1519147,20150114,WD,A,14,192275,810875,1,1.0000,8.0000
1519148,20150114,WD,A,14,192275,787119,2,4.0000,8.0000
1519149,20150114,WD,A,14,192275,671078,3,2.0000,8.0000
1519150,20150114,WD,A,14,192275,674083,4,8.0000,8.0000
1519151,20150114,WD,A,14,192275,499876,5,7.0000,8.0000
1519152,20150114,WD,A,14,192275,314864,6,5.0000,8.0000
1519153,20150114,WD,A,14,192275,836013,7,3.0000,8.0000
1519154,20150114,WD,A,14,192275,40756,8,6.0000,8.0000
1519155,20150114,WD,A,15,192276,909433,1,3.0000,8.0000
1519156,20150114,WD,A,15,192276,575791,2,5.0000,8.0000
1519157,20150114,WD,A,15,192276,1044306,3,1.0000,8.0000
1519158,20150114,WD,A,15,192276,869063,4,7.0000,8.0000
1519159,20150114,WD,A,15,192276,1031456,5,2.0000,8.0000
1519160,20150114,WD,A,15,192276,275601,6,8.0000,8.0000
1519161,20150114,WD,A,15,192276,566793,7,4.0000,8.0000
1519162,20150114,WD,A,15,192276,261853,8,6.0000,8.0000
1519163,20150114,WD,A,16,192277,365082,1,7.0000,8.0000
1519164,20150114,WD,A,16,192277,601653,2,8.0000,8.0000
1519165,20150114,WD,A,16,192277,314895,3,1.0000,8.0000
1519166,20150114,WD,A,16,192277,577614,4,2.0000,8.0000
1519167,20150114,WD,A,16,192277,470636,5,5.0000,8.0000
1519168,20150114,WD,A,16,192277,882653,6,3.0000,8.0000
1519169,20150114,WD,A,16,192277,924938,7,4.0000,8.0000
1519170,20150114,WD,A,16,192277,627548,8,6.0000,8.0000
1519171,20150114,WD,A,17,192278,450252,1,3.0000,8.0000
1519172,20150114,WD,A,17,192278,212330,2,2.0000,8.0000
1519173,20150114,WD,A,17,192278,846839,3,4.0000,8.0000
1519174,20150114,WD,A,17,192278,641698,4,5.0000,8.0000
1519175,20150114,WD,A,17,192278,584558,5,1.0000,8.0000
1519176,20150114,WD,A,17,192278,370229,6,6.0000,8.0000
1519177,20150114,WD,A,17,192278,54640,7,8.0000,8.0000
1519178,20150114,WD,A,17,192278,584064,8,7.0000,8.0000
1519179,20150115,BR,A,1,192279,1052329,1,2.0000,8.0000
1519180,20150115,BR,A,1,192279,1049231,2,1.0000,8.0000
1519181,20150115,BR,A,1,192279,1093835,3,7.0000,8.0000
1519182,20150115,BR,A,1,192279,1040103,4,5.0000,8.0000
1519183,20150115,BR,A,1,192279,947235,5,4.0000,8.0000
1519184,20150115,BR,A,1,192279,1298681,6,3.0000,8.0000
1519185,20150115,BR,A,1,192279,1298450,7,8.0000,8.0000
1519186,20150115,BR,A,1,192279,996873,8,6.0000,8.0000
1519187,20150115,BR,A,2,192280,679777,1,2.0000,8.0000
1519188,20150115,BR,A,2,192280,900228,2,4.0000,8.0000
1519189,20150115,BR,A,2,192280,507566,3,5.0000,8.0000
1519190,20150115,BR,A,2,192280,762684,4,1.0000,8.0000
1519191,20150115,BR,A,2,192280,365393,5,3.0000,8.0000
1519192,20150115,BR,A,2,192280,863157,6,6.0000,8.0000
1519193,20150115,BR,A,2,192280,771609,7,8.0000,8.0000
1519194,20150115,BR,A,2,192280,522756,8,7.0000,8.0000
1519195,20150115,BR,A,3,192281,325463,1,1.0000,8.0000
1519196,20150115,BR,A,3,192281,964777,2,2.0000,8.0000
1519197,20150115,BR,A,3,192281,906700,3,4.0000,8.0000
1519198,20150115,BR,A,3,192281,832210,4,7.0000,8.0000
1519199,20150115,BR,A,3,192281,965295,5,8.0000,8.0000
1519200,20150115,BR,A,3,192281,965178,6,6.0000,8.0000
1519201,20150115,BR,A,3,192281,281031,7,5.0000,8.0000
1519202,20150115,BR,A,3,192281,674348,8,3.0000,8.0000
1519203,20150115,BR,A,4,192282,906655,1,2.0000,8.0000
1519204,20150115,BR,A,4,192282,978953,2,8.0000,8.0000
1519205,20150115,BR,A,4,192282,121883,3,4.0000,8.0000
1519206,20150115,BR,A,4,192282,374286,4,1.0000,8.0000
1519207,20150115,BR,A,4,192282,503742,5,7.0000,8.0000
1519208,20150115,BR,A,4,192282,217113,6,5.0000,8.0000
1519209,20150115,BR,A,4,192282,243586,7,3.0000,8.0000
1519210,20150115,BR,A,4,192282,841092,8,6.0000,8.0000
1519211,20150115,BR,A,5,192283,238704,1,1.0000,8.0000
1519212,20150115,BR,A,5,192283,857900,2,7.0000,8.0000
1519213,20150115,BR,A,5,192283,658288,3,5.0000,8.0000
1519214,20150115,BR,A,5,192283,814331,4,2.0000,8.0000
1519215,20150115,BR,A,5,192283,916408,5,4.0000,8.0000
1519216,20150115,BR,A,5,192283,832020,6,8.0000,8.0000
1519217,20150115,BR,A,5,192283,658547,7,3.0000,8.0000
1519218,20150115,BR,A,5,192283,696174,8,6.0000,8.0000
1519219,20150115,BR,A,6,192284,222642,1,5.0000,8.0000
1519220,20150115,BR,A,6,192284,174313,2,3.0000,8.0000
1519221,20150115,BR,A,6,192284,964915,3,6.0000,8.0000
1519222,20150115,BR,A,6,192284,786944,4,1.0000,8.0000
1519223,20150115,BR,A,6,192284,291172,5,7.0000,8.0000
1519224,20150115,BR,A,6,192284,320027,6,4.0000,8.0000
1519225,20150115,BR,A,6,192284,576029,7,2.0000,8.0000
1519226,20150115,BR,A,6,192284,832122,8,8.0000,8.0000
1519227,20150115,BR,A,7,192285,969218,1,2.0000,8.0000
1519228,20150115,BR,A,7,192285,654939,2,3.0000,8.0000
1519229,20150115,BR,A,7,192285,418028,3,6.0000,8.0000
1519230,20150115,BR,A,7,192285,576009,4,5.0000,8.0000
1519231,20150115,BR,A,7,192285,650065,5,8.0000,8.0000
1519232,20150115,BR,A,7,192285,696368,6,4.0000,8.0000
1519233,20150115,BR,A,7,192285,999857,7,7.0000,8.0000
1519234,20150115,BR,A,7,192285,991541,8,1.0000,8.0000
1519235,20150115,BR,A,8,192286,831621,1,2.0000,8.0000
1519236,20150115,BR,A,8,192286,996787,2,5.0000,8.0000
1519237,20150115,BR,A,8,192286,622972,3,8.0000,8.0000
1519238,20150115,BR,A,8,192286,987796,4,3.0000,8.0000
1519239,20150115,BR,A,8,192286,965806,5,1.0000,8.0000
1519240,20150115,BR,A,8,192286,925175,6,6.0000,8.0000
1519241,20150115,BR,A,8,192286,861955,7,4.0000,8.0000
1519242,20150115,BR,A,8,192286,158262,8,7.0000,8.0000
1519243,20150115,BR,A,9,192287,1051494,1,1.0000,8.0000
1519244,20150115,BR,A,9,192287,358588,2,6.0000,8.0000
1519245,20150115,BR,A,9,192287,367767,3,3.0000,8.0000
1519246,20150115,BR,A,9,192287,1005776,4,4.0000,8.0000
1519247,20150115,BR,A,9,192287,782324,5,7.0000,8.0000
1519248,20150115,BR,A,9,192287,869385,6,8.0000,8.0000
1519249,20150115,BR,A,9,192287,439231,7,5.0000,8.0000
1519250,20150115,BR,A,9,192287,1005142,8,2.0000,8.0000
1519251,20150115,BR,A,10,192288,735006,1,3.0000,8.0000
1519252,20150115,BR,A,10,192288,924829,2,5.0000,8.0000
1519253,20150115,BR,A,10,192288,937504,3,8.0000,8.0000
1519254,20150115,BR,A,10,192288,527668,4,2.0000,8.0000
1519255,20150115,BR,A,10,192288,635798,5,7.0000,8.0000
1519256,20150115,BR,A,10,192288,857734,6,4.0000,8.0000
1519257,20150115,BR,A,10,192288,368371,7,1.0000,8.0000
1519258,20150115,BR,A,10,192288,543939,8,6.0000,8.0000
1519259,20150115,BR,A,11,192289,714409,1,1.0000,8.0000
1519260,20150115,BR,A,11,192289,414073,2,4.0000,8.0000
1519261,20150115,BR,A,11,192289,637321,3,5.0000,8.0000
1519262,20150115,BR,A,11,192289,379276,4,6.0000,8.0000
1519263,20150115,BR,A,11,192289,490412,5,7.0000,8.0000
1519264,20150115,BR,A,11,192289,996863,6,3.0000,8.0000
1519265,20150115,BR,A,11,192289,961725,7,2.0000,8.0000
1519266,20150115,BR,A,11,192289,595126,8,8.0000,8.0000
1519267,20150115,BR,A,12,192290,663273,1,1.0000,8.0000
1519268,20150115,BR,A,12,192290,937369,2,7.0000,8.0000
1519269,20150115,BR,A,12,192290,602689,3,3.0000,8.0000
1519270,20150115,BR,A,12,192290,906801,4,5.0000,8.0000
1519271,20150115,BR,A,12,192290,527427,5,6.0000,8.0000
1519272,20150115,BR,A,12,192290,515879,6,4.0000,8.0000
1519273,20150115,BR,A,12,192290,714180,7,8.0000,8.0000
1519274,20150115,BR,A,12,192290,584054,8,2.0000,8.0000
1519275,20150115,DB,A,1,192291,693565,1,6.0000,8.0000
1519276,20150115,DB,A,1,192291,586094,2,1.0000,8.0000
1519277,20150115,DB,A,1,192291,814381,3,2.0000,8.0000
1519278,20150115,DB,A,1,192291,280708,4,7.0000,8.0000
1519279,20150115,DB,A,1,192291,481272,5,3.0000,8.0000
1519280,20150115,DB,A,1,192291,716096,6,4.0000,8.0000
1519281,20150115,DB,A,1,192291,628336,7,8.0000,8.0000
1519282,20150115,DB,A,1,192291,943609,8,5.0000,8.0000
1519283,20150115,DB,A,2,192292,497835,1,5.0000,7.0000
1519284,20150115,DB,A,2,192292,302006,2,7.0000,7.0000
1519285,20150115,DB,A,2,192292,613905,3,6.0000,7.0000
1519286,20150115,DB,A,2,192292,559853,4,1.0000,7.0000
1519287,20150115,DB,A,2,192292,597446,5,4.0000,7.0000
1519288,20150115,DB,A,2,192292,986873,6,2.0000,7.0000
1519289,20150115,DB,A,2,192292,364467,7,8.0000,7.0000
1519290,20150115,DB,A,3,192293,629387,1,3.0000,7.0000
1519291,20150115,DB,A,3,192293,660900,2,7.0000,7.0000
1519292,20150115,DB,A,3,192293,947943,3,1.0000,7.0000
1519293,20150115,DB,A,3,192293,943324,4,6.0000,7.0000
1519294,20150115,DB,A,3,192293,687979,5,4.0000,7.0000
1519295,20150115,DB,A,3,192293,598135,6,8.0000,7.0000
1519296,20150115,DB,A,3,192293,870628,7,2.0000,7.0000
1519297,20150115,DB,A,4,192294,466228,1,5.0000,8.0000
1519298,20150115,DB,A,4,192294,535732,2,4.0000,8.0000
1519299,20150115,DB,A,4,192294,60589,3,8.0000,8.0000
1519300,20150115,DB,A,4,192294,414356,4,1.0000,8.0000
1519301,20150115,DB,A,4,192294,435362,5,6.0000,8.0000
1519302,20150115,DB,A,4,192294,867734,6,2.0000,8.0000
1519303,20150115,DB,A,4,192294,446112,7,3.0000,8.0000
1519304,20150115,DB,A,4,192294,943827,8,7.0000,8.0000
1519305,20150115,DB,A,5,192295,1081190,1,8.0000,8.0000
1519306,20150115,DB,A,5,192295,844590,2,3.0000,8.0000
1519307,20150115,DB,A,5,192295,814509,3,5.0000,8.0000
1519308,20150115,DB,A,5,192295,691596,4,7.0000,8.0000
1519309,20150115,DB,A,5,192295,402361,5,2.0000,8.0000
1519310,20150115,DB,A,5,192295,1030727,6,4.0000,8.0000
1519311,20150115,DB,A,5,192295,79795,7,1.0000,8.0000
1519312,20150115,DB,A,5,192295,832777,8,6.0000,8.0000
1519313,20150115,DB,A,6,192296,786451,1,7.0000,7.0000
1519314,20150115,DB,A,6,192296,1008169,2,5.0000,7.0000
1519315,20150115,DB,A,6,192296,487357,3,3.0000,7.0000
1519316,20150115,DB,A,6,192296,886560,4,2.0000,7.0000
1519317,20150115,DB,A,6,192296,585516,5,4.0000,7.0000
1519318,20150115,DB,A,6,192296,488868,6,6.0000,7.0000
1519319,20150115,DB,A,6,192296,251271,7,1.0000,7.0000
1519320,20150115,DB,A,7,192297,937737,1,6.0000,8.0000
1519321,20150115,DB,A,7,192297,785843,2,8.0000,8.0000
1519322,20150115,DB,A,7,192297,53173,3,1.0000,8.0000
1519323,20150115,DB,A,7,192297,477809,4,4.0000,8.0000
1519324,20150115,DB,A,7,192297,567507,5,2.0000,8.0000
1519325,20150115,DB,A,7,192297,65996,6,3.0000,8.0000
1519326,20150115,DB,A,7,192297,682682,7,7.0000,8.0000
1519327,20150115,DB,A,7,192297,839530,8,5.0000,8.0000
1519328,20150115,DB,A,8,192298,758384,1,2.0000,8.0000
1519329,20150115,DB,A,8,192298,214797,2,3.0000,8.0000
1519330,20150115,DB,A,8,192298,627677,3,4.0000,8.0000
1519331,20150115,DB,A,8,192298,973574,4,5.0000,8.0000
1519332,20150115,DB,A,8,192298,923074,5,6.0000,8.0000
1519333,20150115,DB,A,8,192298,188911,6,1.0000,8.0000
1519334,20150115,DB,A,8,192298,995746,7,8.0000,8.0000
1519335,20150115,DB,A,8,192298,271056,8,7.0000,8.0000
1519336,20150115,DB,T,1,192299,566373,1,2.0000,6.0000
1519337,20150115,DB,T,1,192299,943430,2,6.0000,6.0000
1519338,20150115,DB,T,1,192299,857617,3,5.0000,6.0000
